,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Date,Time,URL,Title,Location,Committee,Date Scraped,witnesses,transcripts,witness_transcripts,video_url,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1
70,70,70,70,70,70,70,70,70,70,70,70,07/25/17,08:30AM,https://www.agriculture.senate.gov/hearings/commodities-credit-and-crop-insurance-perspectives-on-risk-management-tools-and-trends-for-the-2018-farm-bill-,"Commodities, Credit, and Crop Insurance: Perspectives on Risk Management Tools and Trends for the 2018 Farm Bill ",106 Dirksen Senate Office Building ,Agriculture,2022-03-16,"['Bruce Rohwer', 'Kevin Scott', 'David Schemm', 'Nick McMichen', 'Jennifer James', 'Meredith Rogers', 'Robert Rynning', 'Ervin Schlemmer', 'Ken Nobis', 'Dan Atkisson', 'Mark Haney', 'Roger Johnson', 'Lindsey Lusher Shute', 'William Cole', 'Ron Rutledge', 'Mandy Minick', 'Brenda Kluesner']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_ROHWER.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_SCOTT3.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_SCHEMM.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_McMICHEN.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_JAMES.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_ROGERS.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_RYNNING.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_SCHLEMMER.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nobis1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_ATKISSON.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_HANEY.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_JOHNSON1.pdf', '', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_COLE1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_RUTLEDGE.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_MINICK.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_KLEUSNER.pdf']","[('Bruce Rohwer', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_ROHWER.pdf'), ('Kevin Scott', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_SCOTT3.pdf'), ('David Schemm', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_SCHEMM.pdf'), ('Nick McMichen', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_McMICHEN.pdf'), ('Jennifer James', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_JAMES.pdf'), ('Meredith Rogers', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_ROGERS.pdf'), ('Robert Rynning', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_RYNNING.pdf'), ('Ervin Schlemmer', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_SCHLEMMER.pdf'), ('Ken Nobis', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nobis1.pdf'), ('Dan Atkisson', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_ATKISSON.pdf'), ('Mark Haney', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_HANEY.pdf'), ('Roger Johnson', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_JOHNSON1.pdf'), ('Lindsey Lusher Shute', ''), ('William Cole', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_COLE1.pdf'), ('Ron Rutledge', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_RUTLEDGE.pdf'), ('Mandy Minick', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_MINICK.pdf'), ('Brenda Kluesner', 'https://www.agriculture.senate.gov/imo/media/doc/TESTIMONY_KLEUSNER.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=66E0AFC6-5056-A066-6032-27F722625F9F,70.0,70.0,70.0,70.0
71,71,71,71,71,71,71,71,71,71,71,71,07/13/17,09:30AM,https://www.agriculture.senate.gov/hearings/opportunities-in-global-and-local-markets-specialty-crops-and-organics_perspectives-for-the-2018-farm-bill,"Opportunities in Global and Local Markets, Specialty Crops, and Organics:  Perspectives for the 2018 Farm Bill",328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Kenneth Dallmier', 'Theojary Crisantes Jr.', 'Haile Johnston', 'Eric Halverson', 'Dean Meyer']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dallmier.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Crisantes.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Johnston.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Halverson.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Meyer.pdf']","[('Kenneth Dallmier', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dallmier.pdf'), ('Theojary Crisantes Jr.', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Crisantes.pdf'), ('Haile Johnston', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Johnston.pdf'), ('Eric Halverson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Halverson.pdf'), ('Dean Meyer', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Meyer.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=F45B039C-5056-A066-60DB-1D7DFBDAA469,71.0,71.0,71.0,71.0
72,72,72,72,72,72,72,72,72,72,72,72,06/29/17,09:00AM,https://www.agriculture.senate.gov/hearings/conservation-and-forestry-perspectives-on-the-past-and-future-direction-for-the-2018-farm-bill-1,Conservation and Forestry: Perspectives on the Past and Future Direction for the 2018 Farm Bill,216 Hart Senate Office Building ,Agriculture,2022-03-16,"['Tom Tidwell', 'Jimmy Bramblett', 'Misty Jones', 'Paul D. Dees', 'Barb Downey', 'Adam Sharp', 'Salem Saloom', 'Chuck Roady', 'Christopher Topik', 'Steve Horning']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Tidwell.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bramblett.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jones.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dees.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Downey.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sharp.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Saloom.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Roady.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Topik.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Horning1.pdf']","[('Tom Tidwell', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Tidwell.pdf'), ('Jimmy Bramblett', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bramblett.pdf'), ('Misty Jones', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jones.pdf'), ('Paul D. Dees', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Dees.pdf'), ('Barb Downey', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Downey.pdf'), ('Adam Sharp', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Sharp.pdf'), ('Salem Saloom', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Saloom.pdf'), ('Chuck Roady', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Roady.pdf'), ('Christopher Topik', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Topik.pdf'), ('Steve Horning', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Horning1.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=ED226CB9-5056-A066-6024-A5694C1F55EB,72.0,72.0,72.0,72.0
73,73,73,73,73,73,73,73,73,73,73,73,06/29/17,09:00AM,https://www.agriculture.senate.gov/hearings/business-meeting-june-29-2017,Business Meeting,216 Hart Senate Office Building ,Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=55B57889-5056-A066-60E5-9AD85C7A6559,73.0,73.0,73.0,73.0
74,74,74,74,74,74,74,74,74,74,74,74,06/22/17,09:45AM,https://www.agriculture.senate.gov/hearings/nomination-of-j-christopher-giancarlo,Nomination of J. Christopher Giancarlo,328A Russell Senate Office Building ,Agriculture,2022-03-16,['J. Christopher Giancarlo'],['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Giancarlo.06.22.17.pdf'],"[('J. Christopher Giancarlo', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Giancarlo.06.22.17.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=8BC8C55B-5056-A066-606C-3D254965059C,74.0,74.0,74.0,74.0
75,75,75,75,75,75,75,75,75,75,75,75,06/15/17,09:30AM,https://www.agriculture.senate.gov/hearings/agricultural-research-perspectives-on-past-and-future-successes-for-the-2018-farm-bill,Agricultural Research: Perspectives on Past and Future Successes for the 2018 Farm Bill,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Ann Bartuska', 'Sonny Ramaswamy', 'Chavonda Jacobs-Young', 'Sally Rockey', 'John Floros', 'Gary McMurray', 'Kerry Hartman', 'Steve Wellman']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bartuska.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ramaswamy.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jacobs-Young.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rockey.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Floros.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McMurray.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hartman.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Wellman1.pdf']","[('Ann Bartuska', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Bartuska.pdf'), ('Sonny Ramaswamy', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ramaswamy.pdf'), ('Chavonda Jacobs-Young', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Jacobs-Young.pdf'), ('Sally Rockey', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rockey.pdf'), ('John Floros', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Floros.pdf'), ('Gary McMurray', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McMurray.pdf'), ('Kerry Hartman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hartman.pdf'), ('Steve Wellman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Wellman1.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=535E8107-5056-A066-606E-43DB617D0EBD,75.0,75.0,75.0,75.0
76,76,76,76,76,76,76,76,76,76,76,76,05/25/17,10:00AM,https://www.agriculture.senate.gov/hearings/examining-the-farm-economy-perspectives-on-rural-america,Examining the Farm Economy: Perspectives on Rural America,328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Robert Johansson', 'Nathan Kauffman', 'Alec Sheffer', 'Bruce Weber']","['https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Johansson%20Testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Kauffman%20Testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Sheffer%20Testimony.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Weber%20Testimony.pdf']","[('Robert Johansson', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Johansson%20Testimony.pdf'), ('Nathan Kauffman', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Kauffman%20Testimony.pdf'), ('Alec Sheffer', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Sheffer%20Testimony.pdf'), ('Bruce Weber', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Weber%20Testimony.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=EF49113B-5056-A066-6074-70B2B15C776E,76.0,76.0,76.0,76.0
77,77,77,77,77,77,77,77,77,77,77,77,05/11/17,09:30AM,https://www.agriculture.senate.gov/hearings/pesticide-registration-under-the-federal-insecticide-fungicide-and-rodenticide-act-providing-stakeholders-with-certainty-through-the-pesticide-registration-improvement-act,"Pesticide Registration under the Federal Insecticide, Fungicide, and Rodenticide Act: Providing Stakeholders with Certainty through the Pesticide Registration Improvement Act",328A Russell Senate Office Building ,Agriculture,2022-03-16,"['Rick Keigwin', 'Sheryl Kunickis', 'Dale Murden', 'Gary Black', 'Jay Vroom', 'Virginia E. Ruiz']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Keigwin.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kunickis.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Murden.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Black_1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vroom_1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ruiz.pdf']","[('Rick Keigwin', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Keigwin.pdf'), ('Sheryl Kunickis', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Kunickis.pdf'), ('Dale Murden', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Murden.pdf'), ('Gary Black', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Black_1.pdf'), ('Jay Vroom', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vroom_1.pdf'), ('Virginia E. Ruiz', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ruiz.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=571B002B-5056-A066-60AD-339CACB1447A,77.0,77.0,77.0,77.0
78,78,78,78,78,78,78,78,78,78,78,78,05/06/17,10:00AM,https://www.agriculture.senate.gov/hearings/growing-jobs-and-economic-opportunity_perspectives-on-the-2018-farm-bill-from-michigan,Growing Jobs and Economic Opportunity: Perspectives on the 2018 Farm Bill from Michigan,"Saginaw Valley Research and Extension Center, Michigan State University, Frankenmuth, MI ",Agriculture,2022-03-16,"['Ronald Hendrick', 'Janna Fritz', 'Chris Alpers', 'Rick Gerstenberger', 'Darrin Siemen', 'Andy Snider', 'David Williams', 'Adam Ingrao', 'Pam Bouma Miller', 'Oran Hesterman', 'Faith Watson', 'Jim Nugent', 'Kyle Rorah', 'Jerry Ann Hebron', 'Collin Thompson', 'Kristen Matson', 'Bob Hance']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hendrick.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Fritz%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Alpers%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Gerstenberger%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Siemen%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Snider%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Williams%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ingrao%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Miller%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hesterman.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Watson%20(1)1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nugent%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rorah%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hebron.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Thompson%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Matson%20(1).pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hance.pdf']","[('Ronald Hendrick', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hendrick.pdf'), ('Janna Fritz', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Fritz%20(1).pdf'), ('Chris Alpers', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Alpers%20(1).pdf'), ('Rick Gerstenberger', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Gerstenberger%20(1).pdf'), ('Darrin Siemen', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Siemen%20(1).pdf'), ('Andy Snider', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Snider%20(1).pdf'), ('David Williams', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Williams%20(1).pdf'), ('Adam Ingrao', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ingrao%20(1).pdf'), ('Pam Bouma Miller', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Miller%20(1).pdf'), ('Oran Hesterman', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hesterman.pdf'), ('Faith Watson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Watson%20(1)1.pdf'), ('Jim Nugent', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Nugent%20(1).pdf'), ('Kyle Rorah', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Rorah%20(1).pdf'), ('Jerry Ann Hebron', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hebron.pdf'), ('Collin Thompson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Thompson%20(1).pdf'), ('Kristen Matson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Matson%20(1).pdf'), ('Bob Hance', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hance.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=12BD5E34-5056-A066-6099-27BCE5E249A8,78.0,78.0,78.0,78.0
79,79,79,79,79,79,79,79,79,79,79,79,03/30/17,10:00AM,https://www.agriculture.senate.gov/hearings/business-meeting-march-30-2017,Business Meeting,"S-216, President's Room ",Agriculture,2022-03-16,[],[],[],,79.0,79.0,79.0,79.0
80,80,80,80,80,80,80,80,80,80,80,80,03/23/17,10:00AM,https://www.agriculture.senate.gov/hearings/nomination-of-george-sonny-perdue,"Nomination of George ""Sonny"" Perdue",325 Russell Senate Office Building ,Agriculture,2022-03-16,"['George ""Sonny"" Perdue']",['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Perdue.docx1.pdf'],"[('George ""Sonny"" Perdue', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Perdue.docx1.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=7F978101-5056-A066-607B-FFAD60CE71F9,80.0,80.0,80.0,80.0
81,81,81,81,81,81,81,81,81,81,81,81,02/23/17,03:00PM,https://www.agriculture.senate.gov/hearings/hearing-from-the-heartland-perspectives-on-the-2018-farm-bill-from-kansas,Hearing from the Heartland: Perspectives on the 2018 Farm Bill from Kansas (2:00 pm CT),"McCain Auditorium at Kansas State University, 1501 Goldstein Circle in Manhattan, KS",Agriculture,2022-03-16,"['Richard Myers', 'Roger Marshall, M.D.', 'Jackie McClaskey', 'David Clawson', 'Lynda Foster', 'Amy France', 'Lucas Heinen', 'Tom Lahey', 'Kent Moore', 'Cameron Peirce', 'Michael Springer', 'Kenneth Wood', 'Kent Winter', 'Shan Hanes', 'Catherine Moyer', ""Kathleen O'Brien"", 'Gena Ott', 'Derek Peine', 'Greg Ruehle', 'Clay Scott', 'Cherise Tieben']","['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Myers.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Marshall%20Testimony1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McClaskey1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Clawson1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Foster1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_France1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Heinen1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lahey1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Moore1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Peirce1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Springer1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Wood2.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Winter1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hanes1.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Moyer1.pdf', ""https://www.agriculture.senate.gov/imo/media/doc/Testimony_O'Brien1.pdf"", 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ott.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Peine.pdf', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ruehle1.pdf', 'https://www.agriculture.senate.gov/mr-scott-testimony&download=1', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Tieben.pdf']","[('Richard Myers', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Myers.pdf'), ('Roger Marshall, M.D.', 'https://www.agriculture.senate.gov/imo/media/doc/Dr.%20Marshall%20Testimony1.pdf'), ('Jackie McClaskey', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_McClaskey1.pdf'), ('David Clawson', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Clawson1.pdf'), ('Lynda Foster', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Foster1.pdf'), ('Amy France', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_France1.pdf'), ('Lucas Heinen', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Heinen1.pdf'), ('Tom Lahey', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Lahey1.pdf'), ('Kent Moore', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Moore1.pdf'), ('Cameron Peirce', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Peirce1.pdf'), ('Michael Springer', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Springer1.pdf'), ('Kenneth Wood', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Wood2.pdf'), ('Kent Winter', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Winter1.pdf'), ('Shan Hanes', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Hanes1.pdf'), ('Catherine Moyer', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Moyer1.pdf'), (""Kathleen O'Brien"", ""https://www.agriculture.senate.gov/imo/media/doc/Testimony_O'Brien1.pdf""), ('Gena Ott', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ott.pdf'), ('Derek Peine', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Peine.pdf'), ('Greg Ruehle', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Ruehle1.pdf'), ('Clay Scott', 'https://www.agriculture.senate.gov/mr-scott-testimony&download=1'), ('Cherise Tieben', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Tieben.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=5D4A4E00-5056-A066-6013-CA3AF48F3C40,81.0,81.0,81.0,81.0
82,82,82,82,82,82,82,82,82,82,82,82,02/17/17,12:30PM,https://www.agriculture.senate.gov/hearings/business-meeting-february-17-2017,Business Meeting,"S-216, President’s Room ",Agriculture,2022-03-16,[],[],[],,82.0,82.0,82.0,82.0
83,83,83,83,83,83,83,83,83,83,83,83,01/31/17,12:20PM,https://www.agriculture.senate.gov/hearings/business-meeting-january-31-2017,Business Meeting,"S-216, President’s Room ",Agriculture,2022-03-16,[],[],[],,83.0,83.0,83.0,83.0
84,84,84,84,84,84,84,84,84,84,84,84,09/28/16,12:00PM,https://www.agriculture.senate.gov/hearings/business-meeting-september-28-2016,Business Meeting,"S-216, President's Room ",Agriculture,2022-03-16,[],[],[],,84.0,84.0,84.0,84.0
85,85,85,85,85,85,85,85,85,85,85,85,09/21/16,10:00AM,https://www.agriculture.senate.gov/hearings/the-us-department-of-agriculture-and-the-current-state-of-the-farm-economy,The U.S. Department of Agriculture and the Current State of the Farm Economy,328A Russell Senate Office Building ,Agriculture,2022-03-16,['Tom Vilsack'],['https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vilsack%2009.21.161.pdf'],"[('Tom Vilsack', 'https://www.agriculture.senate.gov/imo/media/doc/Testimony_Vilsack%2009.21.161.pdf')]",https://www.agriculture.senate.gov/hearings/watch?hearingid=73E577D3-5056-A066-60E6-63C78DC450B6,85.0,85.0,85.0,85.0
86,86,86,86,86,86,86,86,86,86,86,86,09/15/16,10:00AM,https://www.agriculture.senate.gov/hearings/hearing-to-consider-pending-cftc-nominations,Hearing to Consider Pending CFTC Nominations,328A Russell Senate Office Building ,Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=6AAFB472-5056-A066-6023-9E54FBC5913F,86.0,86.0,86.0,86.0
87,87,87,87,87,87,87,87,87,87,87,87,09/13/16,10:00AM,https://www.agriculture.senate.gov/hearings/business-meeting-september-13-2016,Business Meeting,328A Russell Senate Office Building  ,Agriculture,2022-03-16,[],[],[],https://www.agriculture.senate.gov/hearings/watch?hearingid=06CE6687-5056-A066-6092-F6F1959B9451,87.0,87.0,87.0,87.0
