,Date,Time,URL,Title,Location,Committee,Date Scraped,video_url,index,collection,packageId,granuleId,detailsLink,pdfLink,htmlLink,xmlLink,otherLink1,otherLink2,teaser,historical,publishdate
11784,03/22/10,09:30AM,https://www.judiciary.senate.gov/meetings/effective-community-efforts-to-counter-drug-related-crime-in-rural-america,Effective Community Efforts to Counter Drug-Related Crime in Rural America,"Barre City Auditorium, Barre, Vermont ",Judiciary,2021-09-07,,414.0,Congressional Hearings,CHRG-111shrg61549,CHRG-111shrg61549,https://www.govinfo.gov/app/details/CHRG-111shrg61549/CHRG-111shrg61549,https://www.govinfo.gov/content/pkg/CHRG-111shrg61549/pdf/CHRG-111shrg61549.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg61549/html/CHRG-111shrg61549.htm,,,," SENATE ONE HUNDRED ELEVENTH CONGRESS SECOND SESSION MARCH 22, 2010 BARRE, VERMONT Serial No. J-111-82 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 61-549 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512...",,2010-03-22
11788,03/10/10,02:30PM,https://www.judiciary.senate.gov/meetings/nominations-2010-03-10,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F4EB1-4040-F985-52CD-AFF8C47A7271,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
11797,03/02/10,10:00AM,https://www.judiciary.senate.gov/meetings/global-internet-freedom-and-the-rule-of-law-part-ii,"Global Internet Freedom and the Rule of Law, Part II",,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F44F2-4040-F985-52CD-834D7783913B,488.0,Congressional Hearings,CHRG-111shrg61829,CHRG-111shrg61829,https://www.govinfo.gov/app/details/CHRG-111shrg61829/CHRG-111shrg61829,https://www.govinfo.gov/content/pkg/CHRG-111shrg61829/pdf/CHRG-111shrg61829.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg61829/html/CHRG-111shrg61829.htm,,,,"THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS SECOND SESSION MARCH 2, 2010 Serial No. J-111-77 Printed for the use of the Committee on the Judiciary GLOBAL INTERNET FREEDOM AND THE RULE OF LAW, PART II S. Hrg. 111-684 GLOBAL INTERNET FREEDOM AND THE RULE OF LAW, PART II HEARING before the SUBCOMMITTEE ON HUMAN RIGHTS AND THE LAW ...",,2010-03-02
11799,02/26/10,10:00AM,https://www.judiciary.senate.gov/meetings/the-office-of-professional-responsibility-investigation-into-the-office-of-legal-counsel-memoranda-2010-02-26,The Office of Professional Responsibility Investigation into the Office of Legal Counsel Memoranda,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F4251-4040-F985-52CD-EC699EDA0A96,495.0,Congressional Hearings,CHRG-111shrg63193,CHRG-111shrg63193,https://www.govinfo.gov/app/details/CHRG-111shrg63193/CHRG-111shrg63193,https://www.govinfo.gov/content/pkg/CHRG-111shrg63193/pdf/CHRG-111shrg63193.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg63193/html/CHRG-111shrg63193.htm,,,," JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS SECOND SESSION FEBRUARY 26, 2010 Serial No. J-111-75 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 63-193 WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more ...",,2010-02-26
11801,02/24/10,02:00PM,https://www.judiciary.senate.gov/meetings/nominations-2010-02-24,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F40E8-4040-F985-52CD-DE7A5B972015,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
11808,02/23/10,10:00AM,https://www.judiciary.senate.gov/meetings/are-foreign-libel-lawsuits-chilling-americans-first-amendment-rights,Are Foreign Libel Lawsuits Chilling Americans' First Amendment Rights?,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F3D62-4040-F985-52CD-E14BCC702335,514.0,Congressional Hearings,CHRG-111shrg57951,CHRG-111shrg57951,https://www.govinfo.gov/app/details/CHRG-111shrg57951/CHRG-111shrg57951,https://www.govinfo.gov/content/pkg/CHRG-111shrg57951/pdf/CHRG-111shrg57951.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg57951/html/CHRG-111shrg57951.htm,,,," ONE HUNDRED ELEVENTH CONGRESS SECOND SESSION FEBRUARY 23, 2010 Serial No. J-111-73 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 57-951 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (...",,2010-02-23
11814,02/02/10,10:00AM,https://www.judiciary.senate.gov/meetings/in-our-own-backyard-child-prostitution-and-sex-trafficking-in-the-united-states,In Our Own Backyard: Child Prostitution and Sex Trafficking in the United States,,Judiciary,2021-09-07,,513.0,Congressional Hearings,CHRG-111shrg58003,CHRG-111shrg58003,https://www.govinfo.gov/app/details/CHRG-111shrg58003/CHRG-111shrg58003,https://www.govinfo.gov/content/pkg/CHRG-111shrg58003/pdf/CHRG-111shrg58003.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg58003/html/CHRG-111shrg58003.htm,,,,"THE LAW of the COMMITTEE ON THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS SECOND SESSION FEBRUARY 24, 2010 Serial No. J-111-74 Printed for the use of the Committee on the Judiciary [GRAPHICS NOT AVAILABLE IN TIFF FORMAT] U.S. GOVERNMENT PRINTING OFFICE 58-003 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S....",,2010-02-24
11817,01/20/10,02:30PM,https://www.judiciary.senate.gov/meetings/nominations-2010-01-20,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F3635-4040-F985-52CD-02148CCDF2DD,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
11830,12/15/09,10:00AM,https://www.judiciary.senate.gov/meetings/ensuring-the-effective-use-of-dna-evidence-to-solve-rape-cases-nationwide,Ensuring the Effective Use of DNA Evidence to Solve Rape Cases Nationwide,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F2861-4040-F985-52CD-1CB29A89AEAC,10.0,Congressional Hearings,CHRG-111shrg56520,CHRG-111shrg56520,https://www.govinfo.gov/app/details/CHRG-111shrg56520/CHRG-111shrg56520,https://www.govinfo.gov/content/pkg/CHRG-111shrg56520/pdf/CHRG-111shrg56520.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg56520/html/CHRG-111shrg56520.htm,,,," SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION DECEMBER 15, 2009 Serial No. J-111-67 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 56-520 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area...",,2009-12-15
11834,12/02/09,10:00AM,https://www.judiciary.senate.gov/meetings/has-the-supreme-court-limited-americans-access-to-courts,Has the Supreme Court Limited Americans' Access to Courts?,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F224B-4040-F985-52CD-9605EC038381,43.0,Congressional Hearings,CHRG-111shrg56719,CHRG-111shrg56719,https://www.govinfo.gov/app/details/CHRG-111shrg56719/CHRG-111shrg56719,https://www.govinfo.gov/content/pkg/CHRG-111shrg56719/pdf/CHRG-111shrg56719.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg56719/html/CHRG-111shrg56719.htm,,,," ELEVENTH CONGRESS FIRST SESSION DECEMBER 2, 2009 Serial No. J-111-64 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 56-719 WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-1800 Fax:...",,2009-12-02
11839,11/17/09,10:00AM,https://www.judiciary.senate.gov/meetings/cybersecurity-preventing-terrorist-attacks-and-protecting-privacy-in-cyberspace,Cybersecurity: Preventing Terrorist Attacks and Protecting Privacy in Cyberspace,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F1C7C-4040-F985-52CD-1A56194BCDF8,74.0,Congressional Hearings,CHRG-111shrg61662,CHRG-111shrg61662,https://www.govinfo.gov/app/details/CHRG-111shrg61662/CHRG-111shrg61662,https://www.govinfo.gov/content/pkg/CHRG-111shrg61662/pdf/CHRG-111shrg61662.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg61662/html/CHRG-111shrg61662.htm,,,," SECURITY of the COMMITTEE ON THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS SECOND NOVEMBER 17, 2009 Serial No. J-111-62 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 61-662 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...",,2009-11-17
11840,11/10/09,10:00AM,https://www.judiciary.senate.gov/meetings/strengthening-our-criminal-justice-system-extending-the-innocence-protection-act,Strengthening Our Criminal Justice System: Extending the Innocence Protection Act,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F1B54-4040-F985-52CD-3DA2EDD80A78,79.0,Congressional Hearings,CHRG-111shrg56472,CHRG-111shrg56472,https://www.govinfo.gov/app/details/CHRG-111shrg56472/CHRG-111shrg56472,https://www.govinfo.gov/content/pkg/CHRG-111shrg56472/pdf/CHRG-111shrg56472.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg56472/html/CHRG-111shrg56472.htm,,,," STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION NOVEMBER 10, 2009 Serial No. J-111-60 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 56-472 WASHINGTON : 2010 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; (...",,2009-11-10
11841,11/05/09,02:00PM,https://www.judiciary.senate.gov/meetings/the-first-line-of-defense-reducing-recidivism-at-the-local-level,The First Line of Defense: Reducing Recidivism at the Local Level,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F18E0-4040-F985-52CD-6505A1E9EBCB,85.0,Congressional Hearings,CHRG-111shrg55985,CHRG-111shrg55985,https://www.govinfo.gov/app/details/CHRG-111shrg55985/CHRG-111shrg55985,https://www.govinfo.gov/content/pkg/CHRG-111shrg55985/pdf/CHRG-111shrg55985.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg55985/html/CHRG-111shrg55985.htm,,,," ON THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION NOVEMBER 5, 2009 Serial No. J-111-61 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 55-985 WASHINGTON : 2010 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll ...",,2009-11-05
11843,11/04/09,02:00PM,https://www.judiciary.senate.gov/meetings/nominations-2009-11-04,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F1721-4040-F985-52CD-04A6BC039A99,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
11852,10/21/09,02:00PM,https://www.judiciary.senate.gov/meetings/nominations-2009-10-21,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F136E-4040-F985-52CD-8C450EDAF80D,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
11859,10/20/09,10:00AM,https://www.judiciary.senate.gov/meetings/medical-debt-can-bankruptcy-reform-facilitate-a-fresh-start,Medical Debt: Can Bankruptcy Reform Facilitate a Fresh Start?,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F1144-4040-F985-52CD-81A7649A8771,123.0,Congressional Hearings,CHRG-111shrg56473,CHRG-111shrg56473,https://www.govinfo.gov/app/details/CHRG-111shrg56473/CHRG-111shrg56473,https://www.govinfo.gov/content/pkg/CHRG-111shrg56473/pdf/CHRG-111shrg56473.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg56473/html/CHRG-111shrg56473.htm,,,," of the COMMITTEE ON THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION OCTOBER 20, 2009 Serial No. J-111-58 Printed for the use of the Committee on the Judiciary MEDICAL DEBT: CAN BANKRUPTCY REFORM FACILITATE A FRESH START? S. Hrg. 111-425 MEDICAL DEBT: CAN BANKRUPTCY REFORM FACILITATE A FRESH START? HEARING before ...",,2009-10-20
11861,10/14/09,10:00AM,https://www.judiciary.senate.gov/meetings/prohibiting-price-fixing-and-other-anticompetitive-conduct-in-the-health-insurance-industry,Prohibiting Price Fixing and Other Anticompetitive Conduct in the Health Insurance Industry,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F0EE3-4040-F985-52CD-188508E4C753,129.0,Congressional Hearings,CHRG-111shrg56683,CHRG-111shrg56683,https://www.govinfo.gov/app/details/CHRG-111shrg56683/CHRG-111shrg56683,https://www.govinfo.gov/content/pkg/CHRG-111shrg56683/pdf/CHRG-111shrg56683.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg56683/html/CHRG-111shrg56683.htm,,,," UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION OCTOBER 14, 2009 Serial No. J-111-57 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 56-683 WASHINGTON : 2010 For Sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-...",,2009-10-14
11864,10/07/09,04:00PM,https://www.judiciary.senate.gov/meetings/nominations-2009-10-07,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453F0BCE-4040-F985-52CD-680895C96A6A,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
11875,09/30/09,10:00AM,https://www.judiciary.senate.gov/meetings/advancing-freedom-of-information-in-the-new-era-of-responsibility,Advancing Freedom of Information in the New Era of Responsibility,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453EFF2E-4040-F985-52CD-F588CCA05F56,163.0,Congressional Hearings,CHRG-111shrg56885,CHRG-111shrg56885,https://www.govinfo.gov/app/details/CHRG-111shrg56885/CHRG-111shrg56885,https://www.govinfo.gov/content/pkg/CHRG-111shrg56885/pdf/CHRG-111shrg56885.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg56885/html/CHRG-111shrg56885.htm,,,,"ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION SEPTEMBER 30, 2009 Serial No. J-111-50 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 56-885 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) ...",,2009-09-30
11881,09/22/09,02:30PM,https://www.judiciary.senate.gov/meetings/strengthening-security-and-oversight-at-biological-research-laboratories,Strengthening Security and Oversight at Biological Research Laboratories,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453EF603-4040-F985-52CD-74EB05ACDCAA,180.0,Congressional Hearings,CHRG-111shrg55644,CHRG-111shrg55644,https://www.govinfo.gov/app/details/CHRG-111shrg55644/CHRG-111shrg55644,https://www.govinfo.gov/content/pkg/CHRG-111shrg55644/pdf/CHRG-111shrg55644.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg55644/html/CHRG-111shrg55644.htm,,,," of the COMMITTEE ON THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION SEPTEMBER 22, 2009 Serial No. J-111-48 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 55-644 WASHINGTON : 2009 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...",,2009-09-22
11883,09/19/09,10:00AM,https://www.judiciary.senate.gov/meetings/crisis-on-the-farm-the-state-of-competition-and-prospects-for-sustainability-in-the-northeast-dairy-industry,Crisis on the Farm: The State of Competition and Prospects for Sustainability in the Northeast Dairy Industry,,Judiciary,2021-09-07,,183.0,Congressional Hearings,CHRG-111shrg54772,CHRG-111shrg54772,https://www.govinfo.gov/app/details/CHRG-111shrg54772/CHRG-111shrg54772,https://www.govinfo.gov/content/pkg/CHRG-111shrg54772/pdf/CHRG-111shrg54772.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg54772/html/CHRG-111shrg54772.htm,,,," ON THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION SEPTEMBER 19, 2009 ST. ALBANS, VERMONT Serial No. J-111-47 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 54-772 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: ...",,2009-09-19
11886,09/16/09,10:00AM,https://www.judiciary.senate.gov/meetings/oversight-of-the-federal-bureau-of-investigation-2009-09-16,Oversight of the Federal Bureau of Investigation,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453EF070-4040-F985-52CD-42E71229FD11,142.0,Congressional Hearings,CHRG-111shrg66825,CHRG-111shrg66825,https://www.govinfo.gov/app/details/CHRG-111shrg66825/CHRG-111shrg66825,https://www.govinfo.gov/content/pkg/CHRG-111shrg66825/pdf/CHRG-111shrg66825.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg66825/html/CHRG-111shrg66825.htm,,,," CONGRESS SECOND SESSION JULY 28, 2010 Serial No. J-111-103 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 66-825 WASHINGTON : 2011 For sale by the Superintendent of Documents, U.S. Government Printing Office, http://bookstore.gpo.gov. For more information, contact the GPO Customer Contact Center, U.S. ...",,2010-07-28
11897,09/15/09,10:00AM,https://www.judiciary.senate.gov/meetings/human-rights-at-home-mental-illness-in-us-prisons-and-jails,Human Rights at Home: Mental Illness in U.S. Prisons and Jails,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453EEB0B-4040-F985-52CD-96E075FA49E6,196.0,Congressional Hearings,CHRG-111shrg66207,CHRG-111shrg66207,https://www.govinfo.gov/app/details/CHRG-111shrg66207/CHRG-111shrg66207,https://www.govinfo.gov/content/pkg/CHRG-111shrg66207/pdf/CHRG-111shrg66207.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg66207/html/CHRG-111shrg66207.htm,,,," ON THE JUDICIARY UNITED STATES SENATE ONE HUNDRED ELEVENTH CONGRESS FIRST SESSION SEPTEMBER 15, 2009 Serial No. J-111-45 Printed for the use of the Committee on the Judiciary HUMAN RIGHTS AT HOME: MENTAL ILLNESS IN U.S. PRISONS AND JAILS S. Hrg. 111-975 HUMAN RIGHTS AT HOME: MENTAL ILLNESS IN U.S. PRISONS AND JAILS HEARING before the ...",,2009-09-15
11899,09/09/09,02:30PM,https://www.judiciary.senate.gov/meetings/nominations-2009-09-09,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453EE962-4040-F985-52CD-1B929385D971,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
11905,09/09/09,10:00AM,https://www.judiciary.senate.gov/meetings/strengthening-forensic-science-in-the-united-states,Strengthening Forensic Science in the United States,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453EE6DD-4040-F985-52CD-14F8F9E9FC8C,204.0,Congressional Hearings,CHRG-111shrg54720,CHRG-111shrg54720,https://www.govinfo.gov/app/details/CHRG-111shrg54720/CHRG-111shrg54720,https://www.govinfo.gov/content/pkg/CHRG-111shrg54720/pdf/CHRG-111shrg54720.pdf,https://www.govinfo.gov/content/pkg/CHRG-111shrg54720/html/CHRG-111shrg54720.htm,,,," CONGRESS FIRST SESSION SEPTEMBER 9, 2009 Serial No. J-111-43 Printed for the use of the Committee on the Judiciary U.S. GOVERNMENT PRINTING OFFICE 54-720 PDF WASHINGTON : 2010 For sale by the Superintendent of Documents, U.S. Government Printing Office Internet: bookstore.gpo.gov Phone: toll free (866) 512-1800; DC area (202) 512-1800 Fax: (...",,2009-09-09
11912,07/29/09,10:00AM,https://www.judiciary.senate.gov/meetings/nominations-2009-07-29,Nominations,,Judiciary,2021-09-07,https://www.judiciary.senate.gov/hearings/watch?hearingid=453EE094-4040-F985-52CD-E859BB046929,43.0,Congressional Hearings,CHRG-115shrg27684,CHRG-115shrg27684,https://www.govinfo.gov/app/details/CHRG-115shrg27684/CHRG-115shrg27684,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/pdf/CHRG-115shrg27684.pdf,https://www.govinfo.gov/content/pkg/CHRG-115shrg27684/html/CHRG-115shrg27684.htm,,,," SESSION ON EXAMINING THE NOMINATIONS OF MITCHELL ZAIS, OF SOUTH CAROLINA, TO BE DEPUTY SECRETARY, AND JAMES BLEW, OF CALIFORNIA, TO BE ASSISTANT SECRETARY FOR PLANNING, EVALUATION, AND POLICY DEVELOPMENT, BOTH OF THE DEPARTMENT OF EDUCATION, AND KATE S. O'SCANNLAIN, OF MARYLAND, TO BE SOLICITOR, AND PRESTON RUTLEDGE, OF THE DISTRICT OF COLUMBIA...",,2017-11-15
